allocation_workers_ladder,boundary_closed_profiles,colocation_count_ladder,equivalent_nodes,eta_source_required,family,hardware_group,legacy_limits_bypassed,measured_profiles,missing_profiles,node,node_bucket,notes,priority,profile_axis,profile_ladder,quadrant,resident_mix,resource_kind,resource_state,row_id,runner,stable_gate,status,tier,workload_env,workload_key
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC HalfCheetah train/eval cycle-average ETA. Pairwise LLM/RL co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,llm_plus_hybrid_rl,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_halfcheetah|halfcheetah|mixed_colocation|llm_plus_hybrid_rl,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,halfcheetah,hybrid_rl_resac_halfcheetah
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC HalfCheetah train/eval cycle-average ETA. Triple mixed GPU co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cnn_plus_llm_plus_hybrid_rl,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_halfcheetah|halfcheetah|mixed_colocation|cnn_plus_llm_plus_hybrid_rl,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,halfcheetah,hybrid_rl_resac_halfcheetah
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC HalfCheetah train/eval cycle-average ETA. CPU resident pressure plus GPU target.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cpu_plus_gpu_target,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_halfcheetah|halfcheetah|mixed_colocation|cpu_plus_gpu_target,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,halfcheetah,hybrid_rl_resac_halfcheetah
1,,1,,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,1,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC HalfCheetah train/eval cycle-average ETA. Unknown env must probe/defer and cannot enter theorem claim.,admission,colocation_count,1,q11_high_cpu_high_gpu,description_only_or_unknown,gpu,unknown_env,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_halfcheetah|halfcheetah|unknown_env|description_only_or_unknown,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,probe_defer_by_design,T3_admission,halfcheetah,hybrid_rl_resac_halfcheetah
"1,1,1,1,1,1",,"1,2,3,4,5,6",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,"1,2,3,4,5,6",,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Hopper train/eval cycle-average ETA. No resident load.,required,colocation_count,"1,2,3,4,5,6",q11_high_cpu_high_gpu,none,gpu,empty,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_hopper|hopper|empty|none,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,measured,T0_core_curve,hopper,hybrid_rl_resac_hopper
"1,1,1",,"2,3,4",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"2,3,4",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Hopper train/eval cycle-average ETA. Same workload resident load below saturation.,required,colocation_count,"2,3,4",q11_high_cpu_high_gpu,same_workload_half_capacity,gpu,half_loaded,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_hopper|hopper|half_loaded|same_workload_half_capacity,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T0_core_curve,hopper,hybrid_rl_resac_hopper
"1,1,1,1,1,1",,"1,2,3,4,5,6",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3,4,5,6",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Hopper train/eval cycle-average ETA. Escalate until stable row or capacity boundary.,required,colocation_count,"1,2,3,4,5,6",q11_high_cpu_high_gpu,same_workload_to_capacity_boundary,gpu,full_loaded,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_hopper|hopper|full_loaded|same_workload_to_capacity_boundary,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T0_core_curve,hopper,hybrid_rl_resac_hopper
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,"RE-SAC Hopper train/eval cycle-average ETA. Resident high-VRAM process, then add target.",required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,llm_or_memory_resident,gpu,high_vram_resident,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_hopper|hopper|high_vram_resident|llm_or_memory_resident,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,hopper,hybrid_rl_resac_hopper
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Hopper train/eval cycle-average ETA. Resident CPU pressure while measuring target marginal ETA.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cpu_worker_resident,gpu,cpu_resident,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_hopper|hopper|cpu_resident|cpu_worker_resident,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,hopper,hybrid_rl_resac_hopper
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Hopper train/eval cycle-average ETA. Pairwise mixed GPU co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cnn_plus_llm,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_hopper|hopper|mixed_colocation|cnn_plus_llm,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,hopper,hybrid_rl_resac_hopper
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Hopper train/eval cycle-average ETA. Pairwise CNN/RL co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cnn_plus_hybrid_rl,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_hopper|hopper|mixed_colocation|cnn_plus_hybrid_rl,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,hopper,hybrid_rl_resac_hopper
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Hopper train/eval cycle-average ETA. Pairwise LLM/RL co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,llm_plus_hybrid_rl,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_hopper|hopper|mixed_colocation|llm_plus_hybrid_rl,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,hopper,hybrid_rl_resac_hopper
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Hopper train/eval cycle-average ETA. Triple mixed GPU co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cnn_plus_llm_plus_hybrid_rl,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_hopper|hopper|mixed_colocation|cnn_plus_llm_plus_hybrid_rl,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,hopper,hybrid_rl_resac_hopper
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Hopper train/eval cycle-average ETA. CPU resident pressure plus GPU target.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cpu_plus_gpu_target,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_hopper|hopper|mixed_colocation|cpu_plus_gpu_target,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,hopper,hybrid_rl_resac_hopper
1,,1,,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,1,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Hopper train/eval cycle-average ETA. Unknown env must probe/defer and cannot enter theorem claim.,admission,colocation_count,1,q11_high_cpu_high_gpu,description_only_or_unknown,gpu,unknown_env,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_hopper|hopper|unknown_env|description_only_or_unknown,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,probe_defer_by_design,T3_admission,hopper,hybrid_rl_resac_hopper
"1,1,1,1,1,1",,"1,2,3,4,5,6",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,"1,2,3,4,5,6",,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Walker2d train/eval cycle-average ETA. No resident load.,required,colocation_count,"1,2,3,4,5,6",q11_high_cpu_high_gpu,none,gpu,empty,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_walker2d|walker2d|empty|none,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,measured,T0_core_curve,walker2d,hybrid_rl_resac_walker2d
"1,1,1",,"2,3,4",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"2,3,4",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Walker2d train/eval cycle-average ETA. Same workload resident load below saturation.,required,colocation_count,"2,3,4",q11_high_cpu_high_gpu,same_workload_half_capacity,gpu,half_loaded,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_walker2d|walker2d|half_loaded|same_workload_half_capacity,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T0_core_curve,walker2d,hybrid_rl_resac_walker2d
"1,1,1,1,1,1",,"1,2,3,4,5,6",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3,4,5,6",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Walker2d train/eval cycle-average ETA. Escalate until stable row or capacity boundary.,required,colocation_count,"1,2,3,4,5,6",q11_high_cpu_high_gpu,same_workload_to_capacity_boundary,gpu,full_loaded,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_walker2d|walker2d|full_loaded|same_workload_to_capacity_boundary,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T0_core_curve,walker2d,hybrid_rl_resac_walker2d
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,"RE-SAC Walker2d train/eval cycle-average ETA. Resident high-VRAM process, then add target.",required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,llm_or_memory_resident,gpu,high_vram_resident,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_walker2d|walker2d|high_vram_resident|llm_or_memory_resident,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,walker2d,hybrid_rl_resac_walker2d
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Walker2d train/eval cycle-average ETA. Resident CPU pressure while measuring target marginal ETA.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cpu_worker_resident,gpu,cpu_resident,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_walker2d|walker2d|cpu_resident|cpu_worker_resident,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,walker2d,hybrid_rl_resac_walker2d
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Walker2d train/eval cycle-average ETA. Pairwise mixed GPU co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cnn_plus_llm,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_walker2d|walker2d|mixed_colocation|cnn_plus_llm,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,walker2d,hybrid_rl_resac_walker2d
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Walker2d train/eval cycle-average ETA. Pairwise CNN/RL co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cnn_plus_hybrid_rl,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_walker2d|walker2d|mixed_colocation|cnn_plus_hybrid_rl,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,walker2d,hybrid_rl_resac_walker2d
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Walker2d train/eval cycle-average ETA. Pairwise LLM/RL co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,llm_plus_hybrid_rl,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_walker2d|walker2d|mixed_colocation|llm_plus_hybrid_rl,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,walker2d,hybrid_rl_resac_walker2d
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Walker2d train/eval cycle-average ETA. Triple mixed GPU co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cnn_plus_llm_plus_hybrid_rl,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_walker2d|walker2d|mixed_colocation|cnn_plus_llm_plus_hybrid_rl,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,walker2d,hybrid_rl_resac_walker2d
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Walker2d train/eval cycle-average ETA. CPU resident pressure plus GPU target.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cpu_plus_gpu_target,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_walker2d|walker2d|mixed_colocation|cpu_plus_gpu_target,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,walker2d,hybrid_rl_resac_walker2d
1,,1,,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,1,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,RE-SAC Walker2d train/eval cycle-average ETA. Unknown env must probe/defer and cannot enter theorem claim.,admission,colocation_count,1,q11_high_cpu_high_gpu,description_only_or_unknown,gpu,unknown_env,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_resac_walker2d|walker2d|unknown_env|description_only_or_unknown,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,probe_defer_by_design,T3_admission,walker2d,hybrid_rl_resac_walker2d
"1,1,1,1,1,1",6,"1,2,3,4,5,6",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,"1,2,3,4,5",,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,BAPR-style hybrid RL row if environment remains staged. No resident load.,required,colocation_count,"1,2,3,4,5,6",q11_high_cpu_high_gpu,none,gpu,empty,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|empty|none,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,measured_to_capacity_boundary,T0_core_curve,bapr_ant,hybrid_rl_bapr_ant
"1,1,1",,"2,3,4",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"2,3,4",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,BAPR-style hybrid RL row if environment remains staged. Same workload resident load below saturation.,required,colocation_count,"2,3,4",q11_high_cpu_high_gpu,same_workload_half_capacity,gpu,half_loaded,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|half_loaded|same_workload_half_capacity,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T0_core_curve,bapr_ant,hybrid_rl_bapr_ant
"1,1,1,1,1,1",,"1,2,3,4,5,6",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,"1,2,4,5,6",3,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,BAPR-style hybrid RL row if environment remains staged. Escalate until stable row or capacity boundary.,required,colocation_count,"1,2,3,4,5,6",q11_high_cpu_high_gpu,same_workload_to_capacity_boundary,gpu,full_loaded,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|full_loaded|same_workload_to_capacity_boundary,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,partial_pending_probe,T0_core_curve,bapr_ant,hybrid_rl_bapr_ant
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,"BAPR-style hybrid RL row if environment remains staged. Resident high-VRAM process, then add target.",required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,llm_or_memory_resident,gpu,high_vram_resident,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|high_vram_resident|llm_or_memory_resident,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,bapr_ant,hybrid_rl_bapr_ant
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,BAPR-style hybrid RL row if environment remains staged. Resident CPU pressure while measuring target marginal ETA.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cpu_worker_resident,gpu,cpu_resident,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|cpu_resident|cpu_worker_resident,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,bapr_ant,hybrid_rl_bapr_ant
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,BAPR-style hybrid RL row if environment remains staged. Pairwise mixed GPU co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cnn_plus_llm,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|mixed_colocation|cnn_plus_llm,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,bapr_ant,hybrid_rl_bapr_ant
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,BAPR-style hybrid RL row if environment remains staged. Pairwise CNN/RL co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cnn_plus_hybrid_rl,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|mixed_colocation|cnn_plus_hybrid_rl,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,bapr_ant,hybrid_rl_bapr_ant
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,BAPR-style hybrid RL row if environment remains staged. Pairwise LLM/RL co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,llm_plus_hybrid_rl,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|mixed_colocation|llm_plus_hybrid_rl,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,bapr_ant,hybrid_rl_bapr_ant
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,BAPR-style hybrid RL row if environment remains staged. Triple mixed GPU co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cnn_plus_llm_plus_hybrid_rl,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|mixed_colocation|cnn_plus_llm_plus_hybrid_rl,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,bapr_ant,hybrid_rl_bapr_ant
"1,1,1",,"1,2,3",,tqdm/progress,hybrid_rl,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,BAPR-style hybrid RL row if environment remains staged. CPU resident pressure plus GPU target.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cpu_plus_gpu_target,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|mixed_colocation|cpu_plus_gpu_target,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,bapr_ant,hybrid_rl_bapr_ant
